data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date
10764713,10.00,Dinner Kitt,Færdigretter,Turkish Dürum,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_20_25x5254_1666x6815_zoom.jpg,2025-10-18,2025-10-24
10764498,25.00,Heinz,Mayonnaise,Seriously Good Mayonnaise,1,0,gl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_3_2465x1435_3731x3064_zoom.jpg,2025-10-18,2025-10-24
10764641,16.00,Bacon,Postej og Paté,Leverpostej,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_16_2458x2563_4860x5184_zoom.jpg,2025-10-18,2025-10-24
10764640,16.00,Fransk,Postej og Paté,Leverpostej,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_16_2458x2563_4860x5184_zoom.jpg,2025-10-18,2025-10-24
10764651,7.17,ØGO,Riskiks,Majskiks med Havsalt,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_17_2524x430_4884x3686_zoom.jpg,2025-10-18,2025-10-24
10764941,5.00,ØGO,Babymad,Smoothie,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_25_2508x0_4998x1697_zoom.jpg,2025-10-18,2025-10-24
10764525,25.00,,Tørret Frugt,Figner,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_6_3120x4687_4861x6846_zoom.jpg,2025-10-18,2025-10-24
10764521,39.00,Green Dates,Tørret Frugt,Dadler,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_6_3114x2677_4998x4630_zoom.jpg,2025-10-18,2025-10-24
10764720,15.00,Pågen,Kager,Gifflar Raspberry Vanilla,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_21_2421x4649_4942x6840_zoom.jpg,2025-10-18,2025-10-24
10764722,15.00,Pågen,Kager,Gifflar Vanilje,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_21_2421x4649_4942x6840_zoom.jpg,2025-10-18,2025-10-24
10764590,29.00,innocent,Juice,Ingefærshot,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_13_2344x4940_4990x6804_zoom.jpg,2025-10-18,2025-10-24
